id,subsistema,timestamp,consumo_mw,hora,mes,dia_semana,dia_do_mes,tipo_dia,kwh
SE,SUDESTE,2023-01-01 00:00:00,32183.88499999,0,1,Sunday,1,FDS,32183884.99999
SE,SUDESTE,2023-01-01 01:00:00,32196.682,1,1,Sunday,1,FDS,32196682.0
SE,SUDESTE,2023-01-01 02:00:00,31539.57,2,1,Sunday,1,FDS,31539570.0
SE,SUDESTE,2023-01-01 03:00:00,30699.36699999,3,1,Sunday,1,FDS,30699366.99999
SE,SUDESTE,2023-01-01 04:00:00,30126.19499999,4,1,Sunday,1,FDS,30126194.999989998
SE,SUDESTE,2023-01-01 05:00:00,28687.157,5,1,Sunday,1,FDS,28687157.0
SE,SUDESTE,2023-01-01 06:00:00,27327.244,6,1,Sunday,1,FDS,27327244.0
SE,SUDESTE,2023-01-01 07:00:00,26590.855,7,1,Sunday,1,FDS,26590855.0
SE,SUDESTE,2023-01-01 08:00:00,26260.21999999,8,1,Sunday,1,FDS,26260219.99999
SE,SUDESTE,2023-01-01 09:00:00,26281.324,9,1,Sunday,1,FDS,26281324.0
SE,SUDESTE,2023-01-01 10:00:00,26871.891,10,1,Sunday,1,FDS,26871891.0
SE,SUDESTE,2023-01-01 11:00:00,27637.95699999,11,1,Sunday,1,FDS,27637956.99999
SE,SUDESTE,2023-01-01 12:00:00,27940.96399999,12,1,Sunday,1,FDS,27940963.999989998
SE,SUDESTE,2023-01-01 13:00:00,27566.566,13,1,Sunday,1,FDS,27566566.0
SE,SUDESTE,2023-01-01 14:00:00,27981.53699999,14,1,Sunday,1,FDS,27981536.99999
SE,SUDESTE,2023-01-01 15:00:00,28963.128,15,1,Sunday,1,FDS,28963128.0
SE,SUDESTE,2023-01-01 16:00:00,30836.365,16,1,Sunday,1,FDS,30836365.0
SE,SUDESTE,2023-01-01 17:00:00,33219.686,17,1,Sunday,1,FDS,33219686.0
SE,SUDESTE,2023-01-01 18:00:00,36098.15799999,18,1,Sunday,1,FDS,36098157.99999
SE,SUDESTE,2023-01-01 19:00:00,39335.642,19,1,Sunday,1,FDS,39335642.0
SE,SUDESTE,2023-01-01 20:00:00,39796.14799999,20,1,Sunday,1,FDS,39796147.999989994
SE,SUDESTE,2023-01-01 21:00:00,39196.848,21,1,Sunday,1,FDS,39196848.0
SE,SUDESTE,2023-01-01 22:00:00,37927.261,22,1,Sunday,1,FDS,37927261.0
SE,SUDESTE,2023-01-01 23:00:00,35985.53699999,23,1,Sunday,1,FDS,35985536.99999
SE,SUDESTE,2023-01-02 00:00:00,34049.364,0,1,Monday,2,Dia útil,34049364.0
SE,SUDESTE,2023-01-02 01:00:00,32526.95099999,1,1,Monday,2,Dia útil,32526950.99999
SE,SUDESTE,2023-01-02 02:00:00,31521.123,2,1,Monday,2,Dia útil,31521123.0
SE,SUDESTE,2023-01-02 03:00:00,30986.82099999,3,1,Monday,2,Dia útil,30986820.999989998
SE,SUDESTE,2023-01-02 04:00:00,30900.032,4,1,Monday,2,Dia útil,30900032.0
SE,SUDESTE,2023-01-02 05:00:00,30826.663,5,1,Monday,2,Dia útil,30826663.0
SE,SUDESTE,2023-01-02 06:00:00,31502.834,6,1,Monday,2,Dia útil,31502834.0
SE,SUDESTE,2023-01-02 07:00:00,32999.64199999,7,1,Monday,2,Dia útil,32999641.99999
SE,SUDESTE,2023-01-02 08:00:00,34781.517,8,1,Monday,2,Dia útil,34781517.0
SE,SUDESTE,2023-01-02 09:00:00,35801.19399999,9,1,Monday,2,Dia útil,35801193.99999
SE,SUDESTE,2023-01-02 10:00:00,36661.88399999,10,1,Monday,2,Dia útil,36661883.99999
SE,SUDESTE,2023-01-02 11:00:00,37244.462,11,1,Monday,2,Dia útil,37244462.0
SE,SUDESTE,2023-01-02 12:00:00,37689.203,12,1,Monday,2,Dia útil,37689203.0
SE,SUDESTE,2023-01-02 13:00:00,39054.559,13,1,Monday,2,Dia útil,39054559.0
SE,SUDESTE,2023-01-02 14:00:00,40251.552,14,1,Monday,2,Dia útil,40251552.0
SE,SUDESTE,2023-01-02 15:00:00,41197.776,15,1,Monday,2,Dia útil,41197776.0
SE,SUDESTE,2023-01-02 16:00:00,41979.28999999,16,1,Monday,2,Dia útil,41979289.999989994
SE,SUDESTE,2023-01-02 17:00:00,41586.013,17,1,Monday,2,Dia útil,41586013.0
SE,SUDESTE,2023-01-02 18:00:00,42295.00999999,18,1,Monday,2,Dia útil,42295009.99999
SE,SUDESTE,2023-01-02 19:00:00,45292.648,19,1,Monday,2,Dia útil,45292648.0
SE,SUDESTE,2023-01-02 20:00:00,45280.91699999,20,1,Monday,2,Dia útil,45280916.999989994
SE,SUDESTE,2023-01-02 21:00:00,44391.42299999,21,1,Monday,2,Dia útil,44391422.99999
SE,SUDESTE,2023-01-02 22:00:00,42243.18799999,22,1,Monday,2,Dia útil,42243187.999989994
SE,SUDESTE,2023-01-02 23:00:00,39662.88499999,23,1,Monday,2,Dia útil,39662884.99999
SE,SUDESTE,2023-01-03 00:00:00,37255.669,0,1,Tuesday,3,Dia útil,37255669.0
SE,SUDESTE,2023-01-03 01:00:00,35435.53899999,1,1,Tuesday,3,Dia útil,35435538.99999
SE,SUDESTE,2023-01-03 02:00:00,34238.599,2,1,Tuesday,3,Dia útil,34238599.0
SE,SUDESTE,2023-01-03 03:00:00,33620.26799999,3,1,Tuesday,3,Dia útil,33620267.99999
SE,SUDESTE,2023-01-03 04:00:00,33708.076,4,1,Tuesday,3,Dia útil,33708076.0
SE,SUDESTE,2023-01-03 05:00:00,33805.43799999,5,1,Tuesday,3,Dia útil,33805437.999989994
SE,SUDESTE,2023-01-03 06:00:00,34591.14599999,6,1,Tuesday,3,Dia útil,34591145.99999
SE,SUDESTE,2023-01-03 07:00:00,36532.816,7,1,Tuesday,3,Dia útil,36532816.0
SE,SUDESTE,2023-01-03 08:00:00,38362.309,8,1,Tuesday,3,Dia útil,38362309.0
SE,SUDESTE,2023-01-03 09:00:00,39382.245,9,1,Tuesday,3,Dia útil,39382245.0
SE,SUDESTE,2023-01-03 10:00:00,39803.865,10,1,Tuesday,3,Dia útil,39803865.0
SE,SUDESTE,2023-01-03 11:00:00,40022.49099999,11,1,Tuesday,3,Dia útil,40022490.999989994
SE,SUDESTE,2023-01-03 12:00:00,39972.919,12,1,Tuesday,3,Dia útil,39972919.0
SE,SUDESTE,2023-01-03 13:00:00,41121.391,13,1,Tuesday,3,Dia útil,41121391.0
SE,SUDESTE,2023-01-03 14:00:00,42101.284,14,1,Tuesday,3,Dia útil,42101284.0
SE,SUDESTE,2023-01-03 15:00:00,43270.62999999,15,1,Tuesday,3,Dia útil,43270629.99999
SE,SUDESTE,2023-01-03 16:00:00,43966.149,16,1,Tuesday,3,Dia útil,43966149.0
SE,SUDESTE,2023-01-03 17:00:00,43135.51,17,1,Tuesday,3,Dia útil,43135510.0
SE,SUDESTE,2023-01-03 18:00:00,43757.852,18,1,Tuesday,3,Dia útil,43757852.0
SE,SUDESTE,2023-01-03 19:00:00,46775.589,19,1,Tuesday,3,Dia útil,46775589.0
SE,SUDESTE,2023-01-03 20:00:00,46907.287,20,1,Tuesday,3,Dia útil,46907287.0
SE,SUDESTE,2023-01-03 21:00:00,46000.195,21,1,Tuesday,3,Dia útil,46000195.0
SE,SUDESTE,2023-01-03 22:00:00,43938.84099999,22,1,Tuesday,3,Dia útil,43938840.99999
SE,SUDESTE,2023-01-03 23:00:00,41278.71,23,1,Tuesday,3,Dia útil,41278710.0
SE,SUDESTE,2023-01-04 00:00:00,38789.865,0,1,Wednesday,4,Dia útil,38789865.0
SE,SUDESTE,2023-01-04 01:00:00,37007.24699999,1,1,Wednesday,4,Dia útil,37007246.99999
SE,SUDESTE,2023-01-04 02:00:00,35838.513,2,1,Wednesday,4,Dia útil,35838513.0
SE,SUDESTE,2023-01-04 03:00:00,35278.954,3,1,Wednesday,4,Dia útil,35278954.0
SE,SUDESTE,2023-01-04 04:00:00,35243.938,4,1,Wednesday,4,Dia útil,35243938.0
SE,SUDESTE,2023-01-04 05:00:00,35344.94399999,5,1,Wednesday,4,Dia útil,35344943.99999
SE,SUDESTE,2023-01-04 06:00:00,36124.83599999,6,1,Wednesday,4,Dia útil,36124835.99999
SE,SUDESTE,2023-01-04 07:00:00,38349.23599999,7,1,Wednesday,4,Dia útil,38349235.99999
SE,SUDESTE,2023-01-04 08:00:00,40110.332,8,1,Wednesday,4,Dia útil,40110332.0
SE,SUDESTE,2023-01-04 09:00:00,40867.911,9,1,Wednesday,4,Dia útil,40867911.0
SE,SUDESTE,2023-01-04 10:00:00,41093.32299999,10,1,Wednesday,4,Dia útil,41093322.99999
SE,SUDESTE,2023-01-04 11:00:00,40785.23799999,11,1,Wednesday,4,Dia útil,40785237.99999
SE,SUDESTE,2023-01-04 12:00:00,40437.394,12,1,Wednesday,4,Dia útil,40437394.0
SE,SUDESTE,2023-01-04 13:00:00,41456.08999999,13,1,Wednesday,4,Dia útil,41456089.99999
SE,SUDESTE,2023-01-04 14:00:00,42586.69599999,14,1,Wednesday,4,Dia útil,42586695.99999
SE,SUDESTE,2023-01-04 15:00:00,43540.864,15,1,Wednesday,4,Dia útil,43540864.0
SE,SUDESTE,2023-01-04 16:00:00,44104.361,16,1,Wednesday,4,Dia útil,44104361.0
SE,SUDESTE,2023-01-04 17:00:00,43546.355,17,1,Wednesday,4,Dia útil,43546355.0
SE,SUDESTE,2023-01-04 18:00:00,44117.605,18,1,Wednesday,4,Dia útil,44117605.0
SE,SUDESTE,2023-01-04 19:00:00,46594.99599999,19,1,Wednesday,4,Dia útil,46594995.99999
SE,SUDESTE,2023-01-04 20:00:00,46424.75899999,20,1,Wednesday,4,Dia útil,46424758.99999
SE,SUDESTE,2023-01-04 21:00:00,45228.397,21,1,Wednesday,4,Dia útil,45228397.0
SE,SUDESTE,2023-01-04 22:00:00,42826.21499999,22,1,Wednesday,4,Dia útil,42826214.99999
SE,SUDESTE,2023-01-04 23:00:00,40107.976,23,1,Wednesday,4,Dia útil,40107976.0
SE,SUDESTE,2023-01-05 00:00:00,37694.08699999,0,1,Thursday,5,Dia útil,37694086.99999
SE,SUDESTE,2023-01-05 01:00:00,35891.71699999,1,1,Thursday,5,Dia útil,35891716.99999
SE,SUDESTE,2023-01-05 02:00:00,34813.38499999,2,1,Thursday,5,Dia útil,34813384.99999
SE,SUDESTE,2023-01-05 03:00:00,34347.07599999,3,1,Thursday,5,Dia útil,34347075.999989994
SE,SUDESTE,2023-01-05 04:00:00,34278.10899999,4,1,Thursday,5,Dia útil,34278108.99999
SE,SUDESTE,2023-01-05 05:00:00,34602.28799999,5,1,Thursday,5,Dia útil,34602287.99999
SE,SUDESTE,2023-01-05 06:00:00,35283.278,6,1,Thursday,5,Dia útil,35283278.0
SE,SUDESTE,2023-01-05 07:00:00,37487.704,7,1,Thursday,5,Dia útil,37487704.0
SE,SUDESTE,2023-01-05 08:00:00,38957.604,8,1,Thursday,5,Dia útil,38957604.0
SE,SUDESTE,2023-01-05 09:00:00,39306.93199999,9,1,Thursday,5,Dia útil,39306931.99999
SE,SUDESTE,2023-01-05 10:00:00,39332.31399999,10,1,Thursday,5,Dia útil,39332313.99999
SE,SUDESTE,2023-01-05 11:00:00,38992.23799999,11,1,Thursday,5,Dia útil,38992237.99999
SE,SUDESTE,2023-01-05 12:00:00,38342.674,12,1,Thursday,5,Dia útil,38342674.0
SE,SUDESTE,2023-01-05 13:00:00,39045.46299999,13,1,Thursday,5,Dia útil,39045462.99999
SE,SUDESTE,2023-01-05 14:00:00,40049.169,14,1,Thursday,5,Dia útil,40049169.0
SE,SUDESTE,2023-01-05 15:00:00,40640.96699999,15,1,Thursday,5,Dia útil,40640966.99999
SE,SUDESTE,2023-01-05 16:00:00,41665.24099999,16,1,Thursday,5,Dia útil,41665240.999989994
SE,SUDESTE,2023-01-05 17:00:00,41554.32999999,17,1,Thursday,5,Dia útil,41554329.999989994
SE,SUDESTE,2023-01-05 18:00:00,42695.454,18,1,Thursday,5,Dia útil,42695454.0
SE,SUDESTE,2023-01-05 19:00:00,45213.455,19,1,Thursday,5,Dia útil,45213455.0
SE,SUDESTE,2023-01-05 20:00:00,44849.85899999,20,1,Thursday,5,Dia útil,44849858.99999
SE,SUDESTE,2023-01-05 21:00:00,43484.354,21,1,Thursday,5,Dia útil,43484354.0
SE,SUDESTE,2023-01-05 22:00:00,41076.69599999,22,1,Thursday,5,Dia útil,41076695.99999
SE,SUDESTE,2023-01-05 23:00:00,38416.60699999,23,1,Thursday,5,Dia útil,38416606.99999
SE,SUDESTE,2023-01-06 00:00:00,35808.802,0,1,Friday,6,Dia útil,35808802.0
SE,SUDESTE,2023-01-06 01:00:00,34091.152,1,1,Friday,6,Dia útil,34091152.0
SE,SUDESTE,2023-01-06 02:00:00,33036.887,2,1,Friday,6,Dia útil,33036887.000000004
SE,SUDESTE,2023-01-06 03:00:00,32551.531,3,1,Friday,6,Dia útil,32551531.0
SE,SUDESTE,2023-01-06 04:00:00,32708.226,4,1,Friday,6,Dia útil,32708226.0
SE,SUDESTE,2023-01-06 05:00:00,33263.634,5,1,Friday,6,Dia útil,33263634.0
SE,SUDESTE,2023-01-06 06:00:00,34221.64099999,6,1,Friday,6,Dia útil,34221640.99999
SE,SUDESTE,2023-01-06 07:00:00,36227.41199999,7,1,Friday,6,Dia útil,36227411.99999
SE,SUDESTE,2023-01-06 08:00:00,37729.059,8,1,Friday,6,Dia útil,37729059.0
SE,SUDESTE,2023-01-06 09:00:00,38229.31799999,9,1,Friday,6,Dia útil,38229317.99999
SE,SUDESTE,2023-01-06 10:00:00,38379.48999999,10,1,Friday,6,Dia útil,38379489.99999
SE,SUDESTE,2023-01-06 11:00:00,38232.12399999,11,1,Friday,6,Dia útil,38232123.99999
SE,SUDESTE,2023-01-06 12:00:00,37917.273,12,1,Friday,6,Dia útil,37917273.0
SE,SUDESTE,2023-01-06 13:00:00,38618.23799999,13,1,Friday,6,Dia útil,38618237.99999
SE,SUDESTE,2023-01-06 14:00:00,39434.82999999,14,1,Friday,6,Dia útil,39434829.999989994
SE,SUDESTE,2023-01-06 15:00:00,40065.83099999,15,1,Friday,6,Dia útil,40065830.99999
SE,SUDESTE,2023-01-06 16:00:00,40545.12,16,1,Friday,6,Dia útil,40545120.0
SE,SUDESTE,2023-01-06 17:00:00,40893.939,17,1,Friday,6,Dia útil,40893939.0
SE,SUDESTE,2023-01-06 18:00:00,42077.34899999,18,1,Friday,6,Dia útil,42077348.999989994
SE,SUDESTE,2023-01-06 19:00:00,44223.483,19,1,Friday,6,Dia útil,44223483.0
SE,SUDESTE,2023-01-06 20:00:00,43675.48,20,1,Friday,6,Dia útil,43675480.0
SE,SUDESTE,2023-01-06 21:00:00,42146.225,21,1,Friday,6,Dia útil,42146225.0
SE,SUDESTE,2023-01-06 22:00:00,40096.64699999,22,1,Friday,6,Dia útil,40096646.99999
SE,SUDESTE,2023-01-06 23:00:00,37540.246,23,1,Friday,6,Dia útil,37540246.0
SE,SUDESTE,2023-01-07 00:00:00,35141.36,0,1,Saturday,7,FDS,35141360.0
SE,SUDESTE,2023-01-07 01:00:00,33301.42899999,1,1,Saturday,7,FDS,33301428.999989998
SE,SUDESTE,2023-01-07 02:00:00,32003.418,2,1,Saturday,7,FDS,32003418.0
SE,SUDESTE,2023-01-07 03:00:00,31286.317,3,1,Saturday,7,FDS,31286317.0
SE,SUDESTE,2023-01-07 04:00:00,31172.76,4,1,Saturday,7,FDS,31172760.0
SE,SUDESTE,2023-01-07 05:00:00,30976.14099999,5,1,Saturday,7,FDS,30976140.999989998
SE,SUDESTE,2023-01-07 06:00:00,30486.83099999,6,1,Saturday,7,FDS,30486830.99999
SE,SUDESTE,2023-01-07 07:00:00,30894.898,7,1,Saturday,7,FDS,30894898.0
SE,SUDESTE,2023-01-07 08:00:00,31702.309,8,1,Saturday,7,FDS,31702309.0
SE,SUDESTE,2023-01-07 09:00:00,32282.111,9,1,Saturday,7,FDS,32282111.0
SE,SUDESTE,2023-01-07 10:00:00,32883.021,10,1,Saturday,7,FDS,32883021.0
SE,SUDESTE,2023-01-07 11:00:00,33282.16699999,11,1,Saturday,7,FDS,33282166.999989998
SE,SUDESTE,2023-01-07 12:00:00,33426.46099999,12,1,Saturday,7,FDS,33426460.999989998
SE,SUDESTE,2023-01-07 13:00:00,33506.663,13,1,Saturday,7,FDS,33506663.0
SE,SUDESTE,2023-01-07 14:00:00,33766.65199999,14,1,Saturday,7,FDS,33766651.999989994
SE,SUDESTE,2023-01-07 15:00:00,34451.837,15,1,Saturday,7,FDS,34451837.0
SE,SUDESTE,2023-01-07 16:00:00,35840.697,16,1,Saturday,7,FDS,35840697.0
SE,SUDESTE,2023-01-07 17:00:00,37709.596,17,1,Saturday,7,FDS,37709596.0
SE,SUDESTE,2023-01-07 18:00:00,40043.21599999,18,1,Saturday,7,FDS,40043215.99999
SE,SUDESTE,2023-01-07 19:00:00,42707.407,19,1,Saturday,7,FDS,42707407.0
SE,SUDESTE,2023-01-07 20:00:00,41866.249,20,1,Saturday,7,FDS,41866249.0
SE,SUDESTE,2023-01-07 21:00:00,39955.024,21,1,Saturday,7,FDS,39955024.0
SE,SUDESTE,2023-01-07 22:00:00,37603.519,22,1,Saturday,7,FDS,37603519.0
SE,SUDESTE,2023-01-07 23:00:00,35640.042,23,1,Saturday,7,FDS,35640042.0
SE,SUDESTE,2023-01-08 00:00:00,33580.31099999,0,1,Sunday,8,FDS,33580310.999989994
SE,SUDESTE,2023-01-08 01:00:00,31831.498,1,1,Sunday,8,FDS,31831498.0
SE,SUDESTE,2023-01-08 02:00:00,30679.45399999,2,1,Sunday,8,FDS,30679453.99999
SE,SUDESTE,2023-01-08 03:00:00,29887.572,3,1,Sunday,8,FDS,29887572.0
SE,SUDESTE,2023-01-08 04:00:00,29622.889,4,1,Sunday,8,FDS,29622889.0
SE,SUDESTE,2023-01-08 05:00:00,28949.692,5,1,Sunday,8,FDS,28949692.0
SE,SUDESTE,2023-01-08 06:00:00,27969.676,6,1,Sunday,8,FDS,27969676.0
SE,SUDESTE,2023-01-08 07:00:00,28104.008,7,1,Sunday,8,FDS,28104008.0
SE,SUDESTE,2023-01-08 08:00:00,28535.148,8,1,Sunday,8,FDS,28535148.0
SE,SUDESTE,2023-01-08 09:00:00,28903.19799999,9,1,Sunday,8,FDS,28903197.99999
SE,SUDESTE,2023-01-08 10:00:00,29503.98599999,10,1,Sunday,8,FDS,29503985.99999
SE,SUDESTE,2023-01-08 11:00:00,30410.74,11,1,Sunday,8,FDS,30410740.0
SE,SUDESTE,2023-01-08 12:00:00,30853.954,12,1,Sunday,8,FDS,30853954.0
SE,SUDESTE,2023-01-08 13:00:00,30729.12499999,13,1,Sunday,8,FDS,30729124.999989998
SE,SUDESTE,2023-01-08 14:00:00,31223.958,14,1,Sunday,8,FDS,31223958.0
SE,SUDESTE,2023-01-08 15:00:00,32141.22,15,1,Sunday,8,FDS,32141220.0
SE,SUDESTE,2023-01-08 16:00:00,33751.91199999,16,1,Sunday,8,FDS,33751911.99999
SE,SUDESTE,2023-01-08 17:00:00,35912.64,17,1,Sunday,8,FDS,35912640.0
SE,SUDESTE,2023-01-08 18:00:00,37984.27899999,18,1,Sunday,8,FDS,37984278.99999
SE,SUDESTE,2023-01-08 19:00:00,40451.197,19,1,Sunday,8,FDS,40451197.0
SE,SUDESTE,2023-01-08 20:00:00,40626.802,20,1,Sunday,8,FDS,40626802.0
SE,SUDESTE,2023-01-08 21:00:00,39451.09399999,21,1,Sunday,8,FDS,39451093.99999
SE,SUDESTE,2023-01-08 22:00:00,37797.148,22,1,Sunday,8,FDS,37797148.0
SE,SUDESTE,2023-01-08 23:00:00,35683.242,23,1,Sunday,8,FDS,35683242.0
SE,SUDESTE,2023-01-09 00:00:00,33428.96599999,0,1,Monday,9,Dia útil,33428965.99999
SE,SUDESTE,2023-01-09 01:00:00,31867.54899999,1,1,Monday,9,Dia útil,31867548.999989998
SE,SUDESTE,2023-01-09 02:00:00,30950.40399999,2,1,Monday,9,Dia útil,30950403.99999
SE,SUDESTE,2023-01-09 03:00:00,30602.52,3,1,Monday,9,Dia útil,30602520.0
SE,SUDESTE,2023-01-09 04:00:00,30907.239,4,1,Monday,9,Dia útil,30907239.0
SE,SUDESTE,2023-01-09 05:00:00,31664.49899999,5,1,Monday,9,Dia útil,31664498.999989998
SE,SUDESTE,2023-01-09 06:00:00,32977.544,6,1,Monday,9,Dia útil,32977544.0
SE,SUDESTE,2023-01-09 07:00:00,35193.71999999,7,1,Monday,9,Dia útil,35193719.999989994
SE,SUDESTE,2023-01-09 08:00:00,37010.671,8,1,Monday,9,Dia útil,37010671.0
SE,SUDESTE,2023-01-09 09:00:00,37921.294,9,1,Monday,9,Dia útil,37921294.0
SE,SUDESTE,2023-01-09 10:00:00,38122.358,10,1,Monday,9,Dia útil,38122358.0
SE,SUDESTE,2023-01-09 11:00:00,38086.45199999,11,1,Monday,9,Dia útil,38086451.99999
SE,SUDESTE,2023-01-09 12:00:00,37748.05599999,12,1,Monday,9,Dia útil,37748055.99999
SE,SUDESTE,2023-01-09 13:00:00,38944.015,13,1,Monday,9,Dia útil,38944015.0
SE,SUDESTE,2023-01-09 14:00:00,39917.29799999,14,1,Monday,9,Dia útil,39917297.99999
SE,SUDESTE,2023-01-09 15:00:00,40934.837,15,1,Monday,9,Dia útil,40934837.0
SE,SUDESTE,2023-01-09 16:00:00,41978.809,16,1,Monday,9,Dia útil,41978809.0
SE,SUDESTE,2023-01-09 17:00:00,41773.03599999,17,1,Monday,9,Dia útil,41773035.99999
SE,SUDESTE,2023-01-09 18:00:00,42606.51899999,18,1,Monday,9,Dia útil,42606518.99999
SE,SUDESTE,2023-01-09 19:00:00,45138.623,19,1,Monday,9,Dia útil,45138623.0
SE,SUDESTE,2023-01-09 20:00:00,45187.42299999,20,1,Monday,9,Dia útil,45187422.99999
SE,SUDESTE,2023-01-09 21:00:00,44075.78499999,21,1,Monday,9,Dia útil,44075784.99999
SE,SUDESTE,2023-01-09 22:00:00,41539.04799999,22,1,Monday,9,Dia útil,41539047.99999
SE,SUDESTE,2023-01-09 23:00:00,38625.62399999,23,1,Monday,9,Dia útil,38625623.99999
SE,SUDESTE,2023-01-10 00:00:00,36227.61399999,0,1,Tuesday,10,Dia útil,36227613.999989994
SE,SUDESTE,2023-01-10 01:00:00,34267.42199999,1,1,Tuesday,10,Dia útil,34267421.99999
SE,SUDESTE,2023-01-10 02:00:00,33146.443,2,1,Tuesday,10,Dia útil,33146443.0
SE,SUDESTE,2023-01-10 03:00:00,32667.749,3,1,Tuesday,10,Dia útil,32667749.0
SE,SUDESTE,2023-01-10 04:00:00,32843.11299999,4,1,Tuesday,10,Dia útil,32843112.99999
SE,SUDESTE,2023-01-10 05:00:00,33476.135,5,1,Tuesday,10,Dia útil,33476135.000000004
SE,SUDESTE,2023-01-10 06:00:00,34660.15799999,6,1,Tuesday,10,Dia útil,34660157.99999
SE,SUDESTE,2023-01-10 07:00:00,36955.877,7,1,Tuesday,10,Dia útil,36955877.0
SE,SUDESTE,2023-01-10 08:00:00,38295.36099999,8,1,Tuesday,10,Dia útil,38295360.99999
SE,SUDESTE,2023-01-10 09:00:00,38707.64699999,9,1,Tuesday,10,Dia útil,38707646.99999
SE,SUDESTE,2023-01-10 10:00:00,39485.00699999,10,1,Tuesday,10,Dia útil,39485006.99999
SE,SUDESTE,2023-01-10 11:00:00,39461.44499999,11,1,Tuesday,10,Dia útil,39461444.99999
SE,SUDESTE,2023-01-10 12:00:00,39390.648,12,1,Tuesday,10,Dia útil,39390648.0
SE,SUDESTE,2023-01-10 13:00:00,40496.63199999,13,1,Tuesday,10,Dia útil,40496631.99999
SE,SUDESTE,2023-01-10 14:00:00,41786.176,14,1,Tuesday,10,Dia útil,41786176.0
SE,SUDESTE,2023-01-10 15:00:00,42681.67699999,15,1,Tuesday,10,Dia útil,42681676.99999
SE,SUDESTE,2023-01-10 16:00:00,43630.42399999,16,1,Tuesday,10,Dia útil,43630423.99999
SE,SUDESTE,2023-01-10 17:00:00,42968.86699999,17,1,Tuesday,10,Dia útil,42968866.99999
SE,SUDESTE,2023-01-10 18:00:00,43924.67799999,18,1,Tuesday,10,Dia útil,43924677.99999
SE,SUDESTE,2023-01-10 19:00:00,46652.95799999,19,1,Tuesday,10,Dia útil,46652957.99999
SE,SUDESTE,2023-01-10 20:00:00,46596.959,20,1,Tuesday,10,Dia útil,46596959.0
SE,SUDESTE,2023-01-10 21:00:00,45546.43599999,21,1,Tuesday,10,Dia útil,45546435.999989994
SE,SUDESTE,2023-01-10 22:00:00,43232.812,22,1,Tuesday,10,Dia útil,43232812.0
SE,SUDESTE,2023-01-10 23:00:00,40162.795,23,1,Tuesday,10,Dia útil,40162795.0
SE,SUDESTE,2023-01-11 00:00:00,37602.83999999,0,1,Wednesday,11,Dia útil,37602839.99999
SE,SUDESTE,2023-01-11 01:00:00,35741.23799999,1,1,Wednesday,11,Dia útil,35741237.99999
SE,SUDESTE,2023-01-11 02:00:00,34521.51799999,2,1,Wednesday,11,Dia útil,34521517.99999
SE,SUDESTE,2023-01-11 03:00:00,34066.59099999,3,1,Wednesday,11,Dia útil,34066590.99999
SE,SUDESTE,2023-01-11 04:00:00,34362.64899999,4,1,Wednesday,11,Dia útil,34362648.99999
SE,SUDESTE,2023-01-11 05:00:00,34844.427,5,1,Wednesday,11,Dia útil,34844427.0
SE,SUDESTE,2023-01-11 06:00:00,36044.04599999,6,1,Wednesday,11,Dia útil,36044045.99999
SE,SUDESTE,2023-01-11 07:00:00,38274.97999999,7,1,Wednesday,11,Dia útil,38274979.99999
SE,SUDESTE,2023-01-11 08:00:00,39944.35999999,8,1,Wednesday,11,Dia útil,39944359.99999
SE,SUDESTE,2023-01-11 09:00:00,40518.66399999,9,1,Wednesday,11,Dia útil,40518663.99999
SE,SUDESTE,2023-01-11 10:00:00,40696.13699999,10,1,Wednesday,11,Dia útil,40696136.99999
SE,SUDESTE,2023-01-11 11:00:00,40566.59199999,11,1,Wednesday,11,Dia útil,40566591.99999
SE,SUDESTE,2023-01-11 12:00:00,40466.40499999,12,1,Wednesday,11,Dia útil,40466404.99999
SE,SUDESTE,2023-01-11 13:00:00,41790.435,13,1,Wednesday,11,Dia útil,41790435.0
SE,SUDESTE,2023-01-11 14:00:00,43277.53199999,14,1,Wednesday,11,Dia útil,43277531.99999
SE,SUDESTE,2023-01-11 15:00:00,44467.067,15,1,Wednesday,11,Dia útil,44467067.0
SE,SUDESTE,2023-01-11 16:00:00,45159.30599999,16,1,Wednesday,11,Dia útil,45159305.99999
SE,SUDESTE,2023-01-11 17:00:00,44378.95499999,17,1,Wednesday,11,Dia útil,44378954.999989994
SE,SUDESTE,2023-01-11 18:00:00,44940.663,18,1,Wednesday,11,Dia útil,44940663.0
SE,SUDESTE,2023-01-11 19:00:00,47585.359,19,1,Wednesday,11,Dia útil,47585359.0
SE,SUDESTE,2023-01-11 20:00:00,47363.569,20,1,Wednesday,11,Dia útil,47363569.0
SE,SUDESTE,2023-01-11 21:00:00,46164.02699999,21,1,Wednesday,11,Dia útil,46164026.999989994
SE,SUDESTE,2023-01-11 22:00:00,43816.682,22,1,Wednesday,11,Dia útil,43816682.0
SE,SUDESTE,2023-01-11 23:00:00,40900.37399999,23,1,Wednesday,11,Dia útil,40900373.99999
SE,SUDESTE,2023-01-12 00:00:00,38392.33699999,0,1,Thursday,12,Dia útil,38392336.99999
SE,SUDESTE,2023-01-12 01:00:00,36501.18499999,1,1,Thursday,12,Dia útil,36501184.99999
SE,SUDESTE,2023-01-12 02:00:00,35379.94999999,2,1,Thursday,12,Dia útil,35379949.99999
